id_child,placement_start_date,placement_end_date,resource_type_on_this_placement,placement_index,removal_county,placement_county,id_provider,placement_length
35855,4/8/24,6/29/26,foster_home,2,Lake,Lake,504229,812
35855,6/29/26,7/1/26,kin,3,Lake,Lake,NA,2
35856,2/14/25,3/8/25,foster_home,1,Cook,Cook,500673,22
35856,3/8/25,5/5/25,foster_home,2,Cook,DuPage,501388,58
35857,1/1/22,10/22/22,kin,1,Cook,Cook,NA,294
35857,10/22/22,11/17/22,kin,2,Cook,Cook,NA,26
35857,11/17/22,11/24/22,foster_home,3,Cook,Kane,503186,7
35857,11/24/22,5/9/23,kin,4,Cook,Grundy,NA,166
35857,5/9/23,5/23/23,foster_home,5,Cook,Cook,500770,14
35861,6/1/26,6/2/26,nonfamily,1,Cook,Lawrence,800192,1
35861,6/2/26,7/1/26,foster_home,2,Cook,Lake,503925,29
35866,10/2/22,11/17/22,kin,1,Kendall,Logan,NA,46
35866,11/17/22,12/3/22,foster_home,2,Kendall,Jasper,502531,16
35868,1/1/22,1/14/24,foster_home,1,DuPage,Kankakee,503260,743
35870,1/1/22,2/8/23,kin,1,McLean,McLean,NA,403
35870,2/8/23,2/10/23,foster_home,2,McLean,McLean,505074,2
35870,2/10/23,5/6/23,kin,3,McLean,Shelby,NA,85
35870,5/6/23,5/18/23,foster_home,4,McLean,De Witt,501140,12
35872,1/1/22,6/5/22,kin,1,Grundy,Grundy,NA,155
35872,6/5/22,6/29/22,foster_home,2,Grundy,Grundy,502209,24
35872,6/29/22,11/14/23,kin,3,Grundy,Grundy,NA,503
35872,11/14/23,3/8/24,foster_home,4,Grundy,Fulton,502129,115
35872,3/8/24,3/17/24,foster_home,5,Grundy,Grundy,502216,9
35872,3/17/24,5/22/24,foster_home,6,Grundy,Hancock,502309,66
35872,5/22/24,7/1/26,kin,7,Grundy,Cook,NA,770
35873,2/22/26,2/24/26,kin,1,DuPage,DuPage,NA,2
35873,2/24/26,5/10/26,foster_home,2,DuPage,DuPage,501524,75
35873,5/10/26,7/1/26,kin,3,DuPage,Morgan,NA,52
35874,5/14/23,5/25/25,foster_home,1,DuPage,Jasper,502533,742
35874,5/25/25,8/29/25,foster_home,2,DuPage,St. Clair,506180,96
35874,8/29/25,9/3/25,foster_home,3,DuPage,Jersey,502637,5
35874,9/3/25,7/1/26,kin,4,DuPage,DuPage,NA,301
35875,2/2/23,9/29/24,foster_home,1,Cook,Cass,500352,605
35875,9/29/24,10/6/24,foster_home,2,Cook,Will,506781,7
35875,10/6/24,11/6/24,kin,3,Cook,Fulton,NA,31
35875,11/6/24,12/20/24,foster_home,4,Cook,Bureau,500251,44
35875,12/20/24,7/1/26,kin,5,Cook,Greene,NA,558
35879,12/8/25,7/1/26,kin,1,Kane,Cumberland,NA,205
35880,6/16/24,10/27/24,foster_home,1,Kane,Kane,503137,133
35880,10/27/24,10/31/24,kin,2,Kane,Kane,NA,4
35880,10/31/24,4/17/25,foster_home,3,Kane,Kane,503059,168
35880,4/17/25,5/12/25,foster_home,4,Kane,Rock Island,505885,25
35880,5/12/25,7/2/25,foster_home,5,Kane,Kane,503125,51
35880,7/2/25,7/18/25,foster_home,6,Kane,Livingston,504398,16
35880,7/18/25,10/28/25,foster_home,7,Kane,Kane,502806,102
35880,10/28/25,1/4/26,foster_home,8,Kane,Kane,502760,68
35880,1/4/26,1/17/26,foster_home,9,Kane,Union,506398,13
35880,1/17/26,2/9/26,foster_home,10,Kane,Bureau,500276,23
35880,2/9/26,2/13/26,foster_home,11,Kane,McHenry,504857,4
35883,9/23/25,10/5/25,foster_home,1,Cook,Lake,503706,12
35883,10/5/25,7/1/26,foster_home,2,Cook,Will,507055,269
35894,1/1/22,4/9/23,kin,1,Winnebago,Winnebago,NA,463
35894,4/9/23,6/11/26,foster_home,2,Winnebago,Stephenson,506231,1159
35894,6/11/26,7/1/26,foster_home,3,Winnebago,Winnebago,507396,20
35898,1/1/22,9/17/24,foster_home,1,McHenry,McHenry,504889,990
35898,9/17/24,9/24/24,foster_home,2,McHenry,McHenry,504904,7
35901,1/1/22,8/5/23,foster_home,1,St. Clair,St. Clair,506162,581
35901,8/5/23,6/16/25,foster_home,2,St. Clair,St. Clair,506141,681
35903,3/25/26,7/1/26,foster_home,1,Cook,Lake,503913,98
35904,1/1/22,8/7/24,foster_home,1,Grundy,Washington,506580,949
35904,8/7/24,10/11/24,kin,2,Grundy,Whiteside,NA,65
35904,10/11/24,11/6/24,kin,3,Grundy,Grundy,NA,26
35904,11/6/24,11/16/24,foster_home,4,Grundy,Grundy,502246,10
35904,11/16/24,11/18/24,foster_home,5,Grundy,Gallatin,502146,2
35904,11/18/24,7/1/26,foster_home,6,Grundy,Grundy,502247,590
35906,1/1/22,4/30/24,kin,1,Will,Will,NA,850
35906,4/30/24,9/1/24,kin,2,Will,Will,NA,124
35906,9/1/24,9/4/24,foster_home,3,Will,Will,507241,3
35906,9/4/24,9/5/24,nonfamily,4,Will,Perry,800270,1
35906,9/5/24,9/11/24,foster_home,5,Will,Will,507254,6
35906,9/11/24,12/17/24,nonfamily,6,Will,Ogle,800264,97
35906,12/17/24,12/24/24,foster_home,7,Will,LaSalle,503550,7
35906,12/24/24,7/1/26,kin,8,Will,Henry,NA,554
35909,9/3/22,9/23/22,kin,1,Cook,Cook,NA,20
35909,9/23/22,10/9/25,foster_home,2,Cook,Lake,504165,1112
35909,10/9/25,2/6/26,kin,3,Cook,Cook,NA,120
35909,2/6/26,7/1/26,foster_home,4,Cook,Putnam,505737,145
35910,7/16/23,8/15/23,foster_home,1,Jefferson,Hancock,502315,30
35910,8/15/23,9/23/23,foster_home,2,Jefferson,Bond,500094,39
35911,1/1/22,4/3/22,foster_home,1,Cook,Lake,503678,92
35912,1/1/22,9/19/23,foster_home,1,Cook,Cook,500700,626
35912,9/19/23,7/1/26,foster_home,2,Cook,Cook,500669,1016
35916,1/1/22,5/23/22,foster_home,1,Cook,Lake,503705,142
35916,5/23/22,7/14/22,foster_home,2,Cook,Bureau,500251,52
35916,7/14/22,6/28/24,foster_home,3,Cook,Jo Daviess,502703,715
35916,6/28/24,7/5/24,nonfamily,4,Cook,Kankakee,800168,7
35916,7/5/24,7/12/24,foster_home,5,Cook,DuPage,501793,7
35916,7/12/24,7/14/24,foster_home,6,Cook,Lake,504219,2
35917,1/1/22,11/3/22,foster_home,1,Kane,Kane,503023,306
35917,11/3/22,11/8/22,foster_home,2,Kane,Kane,502964,5
35917,11/8/22,12/18/22,foster_home,3,Kane,Kane,503047,40
35917,12/18/22,2/1/23,foster_home,4,Kane,Jackson,502519,45
35917,2/1/23,2/21/26,foster_home,5,Kane,Montgomery,505285,1116
35917,2/21/26,3/22/26,foster_home,6,Kane,Kane,503121,29
35917,3/22/26,7/1/26,foster_home,7,Kane,Hancock,502299,101
35920,1/14/26,1/22/26,foster_home,1,DeKalb,Adams,500018,8
35920,1/22/26,7/1/26,foster_home,2,DeKalb,DeKalb,501171,160
35921,5/29/22,5/31/22,foster_home,1,Cook,Cook,500913,2
35921,5/31/22,7/8/22,foster_home,2,Cook,Calhoun,500290,38
35921,7/8/22,7/20/22,foster_home,3,Cook,Lawrence,504325,12
35921,7/20/22,7/10/23,foster_home,4,Cook,Will,507240,355
35921,7/10/23,9/18/23,foster_home,5,Cook,Kane,503053,70
35921,9/18/23,6/9/25,foster_home,6,Cook,DuPage,501545,630
35922,5/10/25,7/1/26,foster_home,1,DuPage,Franklin,502038,417
35923,1/1/22,9/17/22,foster_home,1,Kendall,Alexander,500061,259
35923,9/17/22,4/9/24,kin,2,Kendall,Knox,NA,570
35923,4/9/24,4/14/24,foster_home,3,Kendall,Pope,505668,5
35923,4/14/24,8/29/25,foster_home,4,Kendall,Jackson,502506,502
35923,8/29/25,10/21/25,foster_home,5,Kendall,Stark,506201,53
35929,1/5/22,2/24/24,kin,1,Cook,Cook,NA,780
35929,2/24/24,4/2/24,foster_home,2,Cook,Kane,503059,38
35929,4/2/24,6/9/24,foster_home,3,Cook,Will,507079,68
35929,6/9/24,8/9/24,foster_home,4,Cook,Will,506998,61
35929,8/9/24,7/1/26,foster_home,5,Cook,Cook,500813,691
35936,2/12/22,8/10/22,kin,1,Peoria,Boone,NA,179
35936,8/10/22,8/11/24,foster_home,2,Peoria,Kankakee,503290,732
35936,8/11/24,9/8/24,nonfamily,3,Peoria,Peoria,800267,28
35936,9/8/24,10/19/24,foster_home,4,Peoria,Clay,500551,41
35936,10/19/24,7/1/26,kin,5,Peoria,Peoria,NA,620
35938,9/9/23,10/31/23,foster_home,1,Will,Richland,505812,52
35938,10/31/23,5/23/25,kin,2,Will,Hancock,NA,570
35939,4/15/23,4/21/23,foster_home,1,Whiteside,Douglas,501256,6
35939,4/21/23,8/19/23,foster_home,2,Whiteside,Whiteside,506712,120
35939,8/19/23,5/11/25,foster_home,3,Whiteside,Vermilion,506419,631
35939,5/11/25,6/15/25,foster_home,4,Whiteside,Jackson,502479,35
35939,6/15/25,7/18/25,kin,5,Whiteside,De Witt,NA,33
35942,11/7/22,11/9/22,kin,1,Lake,Lake,NA,2
35942,11/9/22,12/8/22,foster_home,2,Lake,Lake,503753,29
35943,2/1/22,12/9/24,kin,1,St. Clair,St. Clair,NA,1042
35943,12/9/24,7/1/26,foster_home,2,St. Clair,Kankakee,503345,569
35946,1/1/22,3/16/23,kin,1,DuPage,Jasper,NA,439
35946,3/16/23,4/17/23,foster_home,2,DuPage,Bureau,500255,32
35946,4/17/23,6/15/23,foster_home,3,DuPage,DuPage,501738,59
35946,6/15/23,6/18/23,nonfamily,4,DuPage,DuPage,800080,3
35946,6/18/23,7/1/26,foster_home,5,DuPage,Henderson,502375,1109
35948,1/1/22,10/30/22,foster_home,1,Johnson,Johnson,502722,302
35950,11/15/25,1/9/26,kin,1,Lawrence,Lawrence,NA,55
35950,1/9/26,1/28/26,foster_home,2,Lawrence,Lawrence,504296,19
35950,1/28/26,3/12/26,foster_home,3,Lawrence,Lawrence,504295,43
35950,3/12/26,7/1/26,foster_home,4,Lawrence,Lawrence,504308,111
35952,2/9/23,4/15/23,foster_home,1,Kane,Kane,502929,65
35952,4/15/23,5/18/23,foster_home,2,Kane,Jasper,502538,33
35952,5/18/23,6/30/23,foster_home,3,Kane,Kane,502901,43
35952,6/30/23,7/2/23,foster_home,4,Kane,Kane,503023,2
35952,7/2/23,7/3/23,nonfamily,5,Kane,Jasper,800138,1
35952,7/3/23,12/12/23,foster_home,6,Kane,Schuyler,506023,162
35954,1/1/22,5/6/24,foster_home,1,Cook,Lake,503958,856
35954,5/6/24,7/1/26,foster_home,2,Cook,Lake,503853,786
35956,4/22/26,7/1/26,foster_home,1,Will,Will,507247,70
35957,1/1/22,2/28/23,kin,1,Henry,Brown,NA,423
35957,2/28/23,3/24/23,kin,2,Henry,Logan,NA,24
35957,3/24/23,6/17/25,kin,3,Henry,Henry,NA,816
35957,6/17/25,6/20/25,foster_home,4,Henry,Henry,502430,3
35957,6/20/25,10/10/25,foster_home,5,Henry,Mercer,505135,112
35958,1/1/22,9/14/23,foster_home,1,DuPage,DuPage,501275,621
35958,9/14/23,8/27/24,kin,2,DuPage,Massac,NA,348
35958,8/27/24,4/10/26,foster_home,3,DuPage,McLean,504948,591
35958,4/10/26,7/1/26,kin,4,DuPage,DuPage,NA,82
35959,12/17/25,2/26/26,foster_home,1,Champaign,Boone,500198,71
35959,2/26/26,3/6/26,foster_home,2,Champaign,Alexander,500069,8
35959,3/6/26,7/1/26,foster_home,3,Champaign,McLean,505028,117
35964,1/1/22,10/19/22,foster_home,1,Will,St. Clair,506147,291
35964,10/19/22,4/18/23,kin,2,Will,Will,NA,181
35967,12/8/25,1/24/26,foster_home,1,Wayne,Jackson,502525,47
35967,1/24/26,4/15/26,kin,2,Wayne,Wayne,NA,81
35967,4/15/26,5/13/26,kin,3,Wayne,Wayne,NA,28
35967,5/13/26,7/1/26,kin,4,Wayne,Wayne,NA,49
35968,1/1/22,11/2/22,foster_home,1,St. Clair,Washington,506564,305
35969,1/1/22,7/29/23,kin,1,Kane,Cass,NA,574
35969,7/29/23,7/31/23,foster_home,2,Kane,Kane,503225,2
35969,7/31/23,7/1/26,foster_home,3,Kane,Montgomery,505269,1066
35970,1/1/22,10/4/22,kin,1,Champaign,Marshall,NA,276
35972,1/1/22,1/3/22,foster_home,1,Will,Putnam,505726,2
35973,1/1/22,4/12/22,foster_home,1,Lake,Lake,503951,101
35974,3/4/22,8/21/23,foster_home,1,DuPage,DuPage,501545,535
35974,8/21/23,8/31/23,nonfamily,2,DuPage,McDonough,800233,10
35974,8/31/23,9/2/23,nonfamily,3,DuPage,Stephenson,800326,2
35974,9/2/23,1/27/24,foster_home,4,DuPage,DuPage,501396,147
35974,1/27/24,2/26/24,foster_home,5,DuPage,DuPage,501523,30
35974,2/26/24,6/21/26,kin,6,DuPage,Lake,NA,846
35974,6/21/26,7/1/26,foster_home,7,DuPage,Morgan,505303,10
35975,11/22/25,12/4/25,foster_home,1,Cook,Kane,502790,12
35975,12/4/25,12/31/25,foster_home,2,Cook,Kane,502789,27
35975,12/31/25,7/1/26,foster_home,3,Cook,Cook,500849,182
35976,1/1/22,12/26/22,kin,1,Cook,Cook,NA,359
35976,12/26/22,2/16/23,foster_home,2,Cook,Will,506912,52
35976,2/16/23,4/21/23,foster_home,3,Cook,Cook,500721,64
35976,4/21/23,11/28/23,kin,4,Cook,Cook,NA,221
35976,11/28/23,1/16/24,foster_home,5,Cook,Cook,500996,49
35976,1/16/24,9/5/25,kin,6,Cook,Cook,NA,598
35976,9/5/25,7/1/26,foster_home,7,Cook,Kane,503203,299
35979,1/1/22,3/1/22,foster_home,1,Will,Tazewell,506338,59
35979,3/1/22,3/16/22,foster_home,2,Will,Will,507082,15
35979,3/16/22,3/20/22,foster_home,3,Will,Ogle,505397,4
35979,3/20/22,7/13/22,kin,4,Will,Will,NA,115
35981,12/15/23,1/12/24,foster_home,1,Lake,Lake,503618,28
35983,9/17/23,8/29/24,kin,1,Rock Island,Rock Island,NA,347
35983,8/29/24,9/6/24,nonfamily,2,Rock Island,Rock Island,800300,8
35983,9/6/24,10/20/24,kin,3,Rock Island,Clinton,NA,44
35983,10/20/24,7/1/26,kin,4,Rock Island,Adams,NA,619
35986,1/1/22,6/12/23,kin,1,DuPage,Henderson,NA,527
35986,6/12/23,10/24/24,kin,2,DuPage,DuPage,NA,500
35986,10/24/24,11/11/24,foster_home,3,DuPage,DuPage,501452,18
35986,11/11/24,11/21/24,foster_home,4,DuPage,DuPage,501471,10
35990,2/28/26,7/1/26,foster_home,1,Cook,DuPage,501636,123
35991,5/16/26,6/18/26,kin,1,DuPage,Jo Daviess,NA,33
35991,6/18/26,7/1/26,foster_home,2,DuPage,Woodford,507427,13
35993,6/19/23,1/7/24,foster_home,1,Kane,Kane,502869,202
35995,4/30/23,5/5/23,kin,1,McLean,Madison,NA,5
35995,5/5/23,7/1/26,kin,2,McLean,Winnebago,NA,1153
35996,5/5/24,7/3/24,foster_home,1,Cook,Kane,503212,59
35996,7/3/24,7/19/24,foster_home,2,Cook,DuPage,501699,16
35996,7/19/24,7/20/24,nonfamily,3,Cook,Clark,800037,1
35996,7/20/24,7/29/24,nonfamily,4,Cook,Menard,800245,9
35997,8/9/25,7/1/26,foster_home,1,DuPage,DuPage,501506,326
35999,1/1/22,3/8/22,kin,1,Lake,Lake,NA,66
35999,3/8/22,8/2/24,kin,2,Lake,Lake,NA,878
35999,8/2/24,7/1/26,foster_home,3,Lake,Coles,500615,698
36004,11/23/22,11/27/22,foster_home,1,Cook,Cook,500989,4
36004,11/27/22,2/18/23,foster_home,2,Cook,DuPage,501527,83
36004,2/18/23,6/6/25,kin,3,Cook,DeKalb,NA,839
36004,6/6/25,6/24/25,foster_home,4,Cook,Lake,504184,18
36004,6/24/25,11/3/25,kin,5,Cook,Carroll,NA,132
36004,11/3/25,11/6/25,foster_home,6,Cook,Will,507157,3
36004,11/6/25,3/4/26,foster_home,7,Cook,Cook,500730,118
36004,3/4/26,7/1/26,kin,8,Cook,Cook,NA,119
36005,10/17/23,11/3/23,foster_home,1,Cook,De Witt,501125,17
36005,11/3/23,3/29/25,foster_home,2,Cook,Will,507064,512
36005,3/29/25,7/4/25,foster_home,3,Cook,Cook,501017,97
36005,7/4/25,7/1/26,kin,4,Cook,Cook,NA,362
36006,1/1/22,11/23/22,foster_home,1,Lake,DuPage,501647,326
36006,11/23/22,5/12/23,foster_home,2,Lake,Lake,503959,170
36006,5/12/23,3/7/26,foster_home,3,Lake,Moultrie,505348,1030
36006,3/7/26,7/1/26,foster_home,4,Lake,Lake,503844,116
36007,4/12/26,5/2/26,foster_home,1,Will,Will,506909,20
36007,5/2/26,5/13/26,foster_home,2,Will,Will,506744,11
36007,5/13/26,7/1/26,foster_home,3,Will,Cumberland,501106,49
36008,3/17/26,7/1/26,foster_home,1,Kane,Champaign,500415,106
36009,1/1/22,7/26/23,kin,1,Kendall,Kendall,NA,571
36009,7/26/23,8/3/23,foster_home,2,Kendall,Kendall,503416,8
36009,8/3/23,7/1/26,kin,3,Kendall,Grundy,NA,1063
36010,11/6/22,4/18/24,kin,1,Will,Will,NA,529
36011,1/1/22,5/6/23,foster_home,1,DuPage,Piatt,505596,490
36011,5/6/23,6/15/23,foster_home,2,DuPage,DuPage,501740,40
36011,6/15/23,7/11/23,foster_home,3,DuPage,Vermilion,506437,26
36011,7/11/23,8/13/23,foster_home,4,DuPage,DuPage,501770,33
36011,8/13/23,1/31/25,foster_home,5,DuPage,Madison,504589,537
36011,1/31/25,2/12/25,foster_home,6,DuPage,Clinton,500575,12
36011,2/12/25,4/27/25,foster_home,7,DuPage,DuPage,501699,74
36011,4/27/25,5/8/25,nonfamily,8,DuPage,Edgar,800085,11
36011,5/8/25,5/28/25,kin,9,DuPage,DuPage,NA,20
36011,5/28/25,6/2/25,foster_home,10,DuPage,DuPage,501561,5
36011,6/2/25,6/14/25,foster_home,11,DuPage,Saline,505924,12
36011,6/14/25,7/1/26,foster_home,12,DuPage,Logan,504409,382
36014,9/24/23,7/1/26,foster_home,1,Kane,Clinton,500564,1011
36016,6/18/22,8/16/25,kin,1,Boone,Menard,NA,1155
36016,8/16/25,9/6/25,foster_home,2,Boone,Shelby,506127,21
36016,9/6/25,11/17/25,foster_home,3,Boone,Ford,502022,72
36016,11/17/25,2/23/26,foster_home,4,Boone,Christian,500442,98
36016,2/23/26,3/9/26,foster_home,5,Boone,Kane,502906,14
36016,3/9/26,3/23/26,foster_home,6,Boone,Boone,500155,14
36016,3/23/26,6/28/26,foster_home,7,Boone,Fulton,502112,97
36016,6/28/26,7/1/26,foster_home,8,Boone,Woodford,507422,3
36018,1/1/22,3/15/22,kin,1,DuPage,DuPage,NA,73
36019,11/21/23,7/1/26,foster_home,1,DeKalb,Putnam,505737,953
36022,1/15/25,4/23/25,foster_home,1,Adams,Hamilton,502263,98
36023,1/1/22,8/16/22,foster_home,1,Effingham,Effingham,501907,227
36023,8/16/22,10/19/22,kin,2,Effingham,Livingston,NA,64
36023,10/19/22,7/22/24,kin,3,Effingham,Effingham,NA,642
36023,7/22/24,10/12/24,kin,4,Effingham,Effingham,NA,82
36023,10/12/24,10/16/24,foster_home,5,Effingham,Fayette,501977,4
36023,10/16/24,12/17/24,foster_home,6,Effingham,Effingham,501911,62
36023,12/17/24,7/1/26,kin,7,Effingham,Scott,NA,561
36025,9/10/24,12/21/24,foster_home,1,Lake,Lake,503626,102
36025,12/21/24,3/16/25,foster_home,2,Lake,Lake,503839,85
36025,3/16/25,5/1/25,foster_home,3,Lake,Lake,504084,46
36025,5/1/25,5/11/25,foster_home,4,Lake,Livingston,504376,10
36025,5/11/25,7/23/25,foster_home,5,Lake,Moultrie,505359,73
36025,7/23/25,7/1/26,kin,6,Lake,Lake,NA,343
36026,3/14/23,3/18/25,kin,1,Cook,Cook,NA,735
36027,2/10/26,2/19/26,foster_home,1,DuPage,Logan,504429,9
36027,2/19/26,3/24/26,foster_home,2,DuPage,Monroe,505206,33
36027,3/24/26,3/31/26,foster_home,3,DuPage,McDonough,504790,7
36027,3/31/26,5/8/26,foster_home,4,DuPage,Menard,505119,38
36031,1/1/22,12/13/22,foster_home,1,Cook,Will,506912,346
36031,12/13/22,1/30/23,foster_home,2,Cook,Cook,500679,48
36031,1/30/23,2/14/23,foster_home,3,Cook,Cook,501033,15
36031,2/14/23,5/12/26,foster_home,4,Cook,DuPage,501539,1183
36031,5/12/26,6/17/26,foster_home,5,Cook,Cook,500771,36
36031,6/17/26,6/19/26,nonfamily,6,Cook,Jefferson,800142,2
36031,6/19/26,7/1/26,foster_home,7,Cook,DuPage,501574,12
36032,1/1/22,10/26/23,foster_home,1,Vermilion,Hancock,502308,663
36033,9/25/23,11/15/23,foster_home,1,Monroe,Monroe,505259,51
36033,11/15/23,12/15/23,foster_home,2,Monroe,Menard,505105,30
36033,12/15/23,5/13/25,kin,3,Monroe,Mason,NA,515
36033,5/13/25,6/6/25,foster_home,4,Monroe,Monroe,505228,24
36034,1/1/22,9/9/23,foster_home,1,Clinton,Crawford,501068,616
36035,6/29/25,9/7/25,foster_home,1,Lake,Lake,503901,70
36035,9/7/25,7/1/26,kin,2,Lake,Piatt,NA,297
36036,1/1/22,1/14/23,foster_home,1,DuPage,Fulton,502113,378
36036,1/14/23,5/10/24,kin,2,DuPage,DuPage,NA,482
36036,5/10/24,6/17/24,foster_home,3,DuPage,Johnson,502722,38
36036,6/17/24,5/13/26,foster_home,4,DuPage,DuPage,501698,695
36036,5/13/26,7/1/26,foster_home,5,DuPage,DuPage,501556,49
36037,7/4/24,7/5/24,foster_home,1,Lake,Lake,503978,1
36037,7/5/24,8/26/24,foster_home,2,Lake,Woodford,507431,52
36037,8/26/24,8/30/24,foster_home,3,Lake,Lake,503984,4
36037,8/30/24,7/1/26,kin,4,Lake,Lake,NA,670
36038,1/1/22,12/12/23,kin,1,Will,Jasper,NA,710
36039,10/9/24,7/1/26,kin,1,DuPage,DuPage,NA,630
36042,2/11/22,6/21/22,kin,1,Cook,Cook,NA,130
36042,6/21/22,7/18/22,foster_home,2,Cook,Ogle,505417,27
36042,7/18/22,7/28/22,foster_home,3,Cook,Lake,503705,10
36042,7/28/22,11/5/23,foster_home,4,Cook,Kane,503174,465
36042,11/5/23,11/8/23,kin,5,Cook,Cook,NA,3
36043,1/1/22,2/14/22,foster_home,1,Lake,Lake,503793,44
36043,2/14/22,4/25/22,kin,2,Lake,Lake,NA,70
36043,4/25/22,5/15/22,kin,3,Lake,Lake,NA,20
36043,5/15/22,1/26/24,foster_home,4,Lake,Lake,503881,621
36043,1/26/24,1/29/24,foster_home,5,Lake,Lake,503707,3
36044,9/1/22,9/6/22,foster_home,1,Kane,Winnebago,507407,5
36044,9/6/22,1/31/24,kin,2,Kane,Jersey,NA,512
36044,1/31/24,3/16/24,foster_home,3,Kane,Kane,502748,45
36044,3/16/24,5/9/24,foster_home,4,Kane,Johnson,502731,54
36044,5/9/24,4/12/25,kin,5,Kane,Kane,NA,338
36044,4/12/25,4/15/25,foster_home,6,Kane,Stephenson,506301,3
36044,4/15/25,7/1/26,kin,7,Kane,Kane,NA,442
36047,2/5/22,3/1/22,foster_home,1,Lake,Lake,504100,24
36047,3/1/22,4/25/25,foster_home,2,Lake,Lake,504146,1151
36048,6/15/22,6/23/22,foster_home,1,Union,Edwards,501880,8
36048,6/23/22,7/5/22,foster_home,2,Union,DuPage,501594,12
36048,7/5/22,8/17/22,foster_home,3,Union,Moultrie,505355,43
36052,1/1/22,6/18/22,foster_home,1,DuPage,Henderson,502361,168
36052,6/18/22,6/25/22,foster_home,2,DuPage,Stark,506216,7
36052,6/25/22,1/26/23,kin,3,DuPage,DuPage,NA,215
36053,4/12/22,1/12/24,foster_home,1,Tazewell,Livingston,504389,640
36053,1/12/24,8/16/25,foster_home,2,Tazewell,Tazewell,506378,582
36053,8/16/25,8/18/25,nonfamily,3,Tazewell,Morgan,800259,2
36053,8/18/25,7/1/26,foster_home,4,Tazewell,Stephenson,506265,317
36054,5/16/23,7/27/23,foster_home,1,Will,Richland,505792,72
36054,7/27/23,8/20/23,kin,2,Will,Will,NA,24
36058,4/26/26,7/1/26,foster_home,1,Rock Island,Rock Island,505884,66
36059,1/1/22,10/4/22,foster_home,1,Kendall,Brown,500234,276
36059,10/4/22,2/21/23,foster_home,2,Kendall,Kendall,503429,140
36059,2/21/23,4/29/26,foster_home,3,Kendall,Richland,505792,1163
36059,4/29/26,5/4/26,foster_home,4,Kendall,Coles,500610,5
36061,1/17/23,10/24/23,kin,1,Madison,Pike,NA,280
36061,10/24/23,2/2/24,kin,2,Madison,Putnam,NA,101
36061,2/2/24,5/30/24,foster_home,3,Madison,Madison,504611,118
36061,5/30/24,6/2/24,kin,4,Madison,Madison,NA,3
36061,6/2/24,6/23/26,foster_home,5,Madison,Vermillion,506481,751
36061,6/23/26,7/1/26,kin,6,Madison,Kendall,NA,8
36062,5/30/22,8/19/22,kin,1,LaSalle,LaSalle,NA,81
36062,8/19/22,9/20/22,foster_home,2,LaSalle,Montgomery,505261,32
36062,9/20/22,4/27/23,kin,3,LaSalle,LaSalle,NA,219
36062,4/27/23,10/10/25,kin,4,LaSalle,Vermilion,NA,897
36063,1/1/22,12/11/22,kin,1,Lake,Alexander,NA,344
36063,12/11/22,12/15/22,foster_home,2,Lake,Mercer,505155,4
36063,12/15/22,1/22/23,foster_home,3,Lake,Rock Island,505918,38
36063,1/22/23,11/12/25,foster_home,4,Lake,Lake,503584,1025
36063,11/12/25,7/1/26,kin,5,Lake,Lawrence,NA,231
36064,1/1/22,10/10/22,foster_home,1,Christian,Christian,500444,282
36064,10/10/22,10/14/22,nonfamily,2,Christian,Vermilion,800336,4
36064,10/14/22,10/21/22,foster_home,3,Christian,Iroquois,502466,7
36064,10/21/22,5/1/23,foster_home,4,Christian,Christian,500437,192
36065,1/1/22,10/24/24,foster_home,1,Cook,DuPage,501307,1027
36065,10/24/24,10/28/24,foster_home,2,Cook,Lake,504177,4
36065,10/28/24,11/15/24,foster_home,3,Cook,Lake,503674,18
36065,11/15/24,12/5/24,foster_home,4,Cook,DuPage,501278,20
36065,12/5/24,1/20/25,kin,5,Cook,Cook,NA,46
36065,1/20/25,7/1/26,foster_home,6,Cook,Cook,500952,527
36067,6/6/24,6/12/24,foster_home,1,Cook,Kendall,503403,6
36067,6/12/24,6/13/24,foster_home,2,Cook,DuPage,501599,1
36067,6/13/24,6/28/26,kin,3,Cook,Kane,NA,745
36068,6/29/22,7/2/22,foster_home,1,Kankakee,Champaign,500427,3
36068,7/2/22,11/11/23,foster_home,2,Kankakee,Warren,506536,497
36068,11/11/23,11/25/23,foster_home,3,Kankakee,Kankakee,503358,14
36068,11/25/23,7/1/26,kin,4,Kankakee,Wayne,NA,949
36070,1/1/22,2/11/22,kin,1,Kane,Edwards,NA,41
36070,2/11/22,2/13/22,nonfamily,2,Kane,Kendall,800172,2
36070,2/13/22,4/21/22,kin,3,Kane,DuPage,NA,67
36070,4/21/22,8/19/22,kin,4,Kane,Henry,NA,120
36071,1/1/22,1/18/22,foster_home,1,Kane,Kane,503189,17
36072,12/19/22,10/6/24,foster_home,1,Lee,Jackson,502500,657
36072,10/6/24,3/28/25,foster_home,2,Lee,Fulton,502120,173
36072,3/28/25,7/1/26,kin,3,Lee,Lee,NA,460
36073,1/1/22,5/3/22,kin,1,DuPage,Hardin,NA,122
36073,5/3/22,2/13/25,foster_home,2,DuPage,Bond,500117,1017
36073,2/13/25,3/18/25,foster_home,3,DuPage,Alexander,500080,33
36073,3/18/25,4/6/25,foster_home,4,DuPage,Richland,505803,19
36073,4/6/25,7/1/26,foster_home,5,DuPage,Randolph,505752,451
