id_child,removal_date,discharge_date,age_at_removal,most_recent_age,removal_county
34564,1/1/22,2/14/24,1,3,Kane
34565,1/1/22,1/9/26,6,10,Stephenson
34566,1/12/22,10/26/23,15,16,McLean
34567,1/1/22,11/8/23,6,7,Cook
34568,8/10/25,NA,10,10,Cook
34569,5/7/22,NA,5,9,DuPage
34570,1/1/22,10/7/22,2,2,DuPage
34571,12/8/25,NA,15,15,DuPage
34572,1/1/22,5/26/23,5,6,DuPage
34573,5/6/24,6/19/26,7,9,Lake
34574,12/16/23,NA,13,15,DuPage
34575,1/1/22,1/2/23,6,7,Madison
34583,1/1/22,11/11/22,15,15,Lake
34584,3/17/23,6/3/23,3,3,Cook
34585,10/19/22,NA,10,13,Will
34587,6/2/23,4/23/24,13,13,Cook
34588,1/1/22,3/12/25,8,11,Cook
34592,1/1/22,10/9/25,5,8,Boone
34594,1/1/22,8/4/24,4,6,Cook
34595,1/1/22,8/20/24,6,8,Kane
34598,1/1/22,2/1/24,6,8,Moultrie
34599,1/1/22,2/24/25,10,13,Cook
34600,1/1/22,6/2/22,11,11,Cook
34602,1/1/22,NA,8,12,Will
34603,1/1/22,NA,8,12,Jackson
34604,3/7/24,5/5/24,9,9,Cook
34608,4/7/26,NA,16,16,DuPage
34609,1/11/22,1/19/26,10,14,Perry
34612,1/1/22,NA,12,16,St. Clair
34613,2/2/25,NA,12,13,Effingham
34614,1/1/22,11/30/22,7,7,Lake
34616,11/8/24,NA,14,15,Cook
34617,2/11/26,NA,1,1,Champaign
34618,4/8/22,4/30/25,3,6,Douglas
34620,8/16/23,NA,9,11,Cook
34622,4/19/22,NA,3,7,Cook
34623,1/1/22,NA,0,4,Kane
34625,1/1/22,2/15/24,10,12,Will
34626,12/25/24,NA,13,14,Lake
34627,6/17/26,NA,8,8,Will
34631,1/1/22,2/24/23,12,13,Fulton
34633,1/1/22,6/13/25,12,15,Will
34634,1/1/22,NA,7,11,Lake
34635,1/1/22,10/31/22,10,10,Tazewell
34636,8/5/22,9/6/22,8,8,DuPage
34637,11/24/22,NA,8,11,Cook
34641,8/29/24,NA,12,13,Cook
34644,12/29/24,NA,9,10,Douglas
34649,2/26/26,NA,8,8,Kane
34653,2/22/25,NA,1,2,Whiteside
34654,9/26/22,NA,12,15,Rock Island
34655,4/30/24,NA,10,12,Ford
34656,8/16/25,NA,15,15,Lake
34657,1/1/22,1/4/22,1,1,Tazewell
34658,7/31/23,NA,8,10,DuPage
34660,1/1/22,NA,12,16,Kane
34661,4/9/22,7/10/22,9,9,McLean
34664,1/1/22,NA,13,17,Effingham
34665,1/1/22,NA,8,12,Cook
34666,5/8/24,6/3/24,15,15,Tazewell
34667,1/1/22,3/9/22,17,17,McHenry
34668,6/21/23,8/19/24,2,3,Winnebago
34669,11/12/25,NA,4,4,Whiteside
34674,1/1/22,NA,11,15,Cook
34675,1/1/22,NA,4,8,Lake
34678,2/16/24,7/10/25,11,12,Sangamon
34680,12/31/24,NA,1,2,DuPage
34683,1/1/22,11/18/22,1,1,Cook
34687,6/18/23,NA,10,13,Lake
34688,4/4/24,4/10/24,7,7,Peoria
34689,6/4/26,NA,3,3,Madison
34690,1/1/22,NA,7,11,Rock Island
34692,3/9/26,4/23/26,2,2,Cook
34694,1/1/22,9/2/24,10,12,Will
34695,10/7/25,10/29/25,3,3,Cook
34696,2/12/25,7/16/25,2,2,Cook
34700,1/1/22,NA,11,15,Cook
34703,4/3/23,NA,6,9,Cook
34706,1/1/22,2/16/26,10,14,Lake
34713,1/1/22,6/8/22,6,6,Bond
34715,1/1/22,11/20/25,9,12,Will
34716,8/26/24,NA,8,9,Cook
34718,4/9/24,7/17/24,13,13,Will
34719,1/1/22,11/18/22,10,10,Macon
34720,1/1/22,6/7/25,13,16,Lake
34721,9/6/23,3/31/25,16,17,Cook
34722,1/1/22,NA,1,5,Cook
34724,3/2/25,NA,16,17,Will
34729,6/2/23,5/8/25,13,14,Cook
34731,10/13/23,NA,13,15,Kane
34738,6/12/25,NA,1,2,Lake
34739,6/19/25,3/19/26,4,4,McHenry
34740,1/1/22,10/4/24,10,12,McHenry
34741,1/1/22,NA,10,14,Cook
34743,1/1/22,8/25/24,2,4,Kane
34747,1/1/22,6/8/22,4,4,Williamson
34748,1/1/22,7/16/25,14,17,Cook
34749,10/2/22,12/24/25,7,10,Henry
34756,1/17/24,NA,10,12,Jackson
34757,12/22/23,NA,9,11,DuPage
34758,1/1/22,11/22/23,12,13,Will
34759,1/1/22,NA,8,12,Cook
34760,1/3/24,NA,0,2,Lake
34761,1/1/22,NA,3,7,Lake
34764,4/22/22,1/12/23,15,15,McHenry
34767,1/1/22,9/30/24,12,14,Stephenson
34768,3/7/24,3/19/24,11,11,DeKalb
34769,6/22/23,NA,2,5,Cook
34770,6/8/23,NA,2,5,Champaign
34771,1/1/22,1/7/24,13,15,Will
34773,1/1/22,6/29/22,10,10,DuPage
34774,1/1/22,12/18/23,12,13,Cook
34777,1/24/25,NA,15,16,Cook
34782,1/1/22,9/26/25,7,10,DeKalb
34783,3/21/22,3/22/25,11,14,DeKalb
34786,6/27/25,NA,0,1,Cook
34788,6/18/22,NA,1,5,Cook
34792,2/20/24,NA,8,10,Rock Island
34793,6/30/26,NA,9,9,DuPage
34795,10/21/25,6/9/26,13,13,Will
34796,1/1/22,5/8/22,3,3,Henry
34797,1/1/22,NA,8,12,Cook
34798,12/8/24,NA,4,5,DuPage
34799,9/16/22,NA,1,4,McHenry
34800,4/22/23,NA,3,6,Lake
34803,1/1/22,NA,5,9,Lake
34805,1/1/22,10/31/23,1,2,Madison
34808,1/1/22,NA,3,7,Carroll
34810,1/1/22,NA,3,7,Effingham
34811,2/21/24,NA,9,11,Lake
34812,1/10/26,NA,10,10,Cook
34813,5/8/23,7/11/23,4,4,Cook
34814,1/1/22,4/15/25,12,15,Kankakee
34815,1/27/23,12/29/24,7,8,Gallatin
34816,1/1/22,NA,2,6,Will
34817,11/30/23,NA,7,9,DuPage
34818,1/1/22,4/9/23,4,5,Bureau
34819,1/1/22,2/9/22,3,3,Lee
34820,7/19/25,NA,12,12,Adams
34822,1/1/22,4/23/24,14,16,Cook
34823,1/1/22,NA,10,14,Will
34824,1/1/22,4/20/26,1,5,Kane
34826,9/7/25,NA,17,17,Cook
34829,1/1/22,NA,1,5,Cook
34830,1/1/22,8/4/23,4,5,Cook
34833,2/19/26,NA,13,13,Cook
34835,1/1/22,3/7/23,5,6,Cook
34836,1/4/23,4/1/23,10,10,Winnebago
34837,2/4/23,NA,2,5,DuPage
34838,1/1/22,4/13/24,11,13,McHenry
34840,9/24/25,NA,9,9,Cook
34842,1/1/22,NA,11,15,DuPage
34844,1/1/22,NA,6,10,Lake
34848,11/26/22,1/2/24,13,14,Kane
34850,9/9/23,3/27/24,8,8,DuPage
34851,1/1/22,NA,0,4,Lake
34852,6/17/22,12/23/24,14,16,Pike
34853,1/1/22,NA,4,8,McLean
34854,1/1/22,NA,6,10,Ogle
34855,1/1/22,NA,1,5,Kane
34862,12/8/25,NA,3,3,St. Clair
34863,1/1/22,11/10/22,14,14,DuPage
34864,2/22/25,NA,11,12,DuPage
34866,3/31/22,4/20/22,4,4,Montgomery
34867,3/8/22,8/2/25,2,5,Moultrie
34868,1/1/22,6/16/22,10,10,Kankakee
34871,1/1/22,NA,11,15,Lake
34873,1/1/22,NA,1,5,Macoupin
34875,1/1/22,7/11/25,14,17,Will
34876,12/18/24,4/4/25,0,0,Lake
34877,3/6/22,9/16/22,11,11,Cook
34878,12/3/23,12/31/23,7,7,DuPage
34882,1/30/24,NA,9,11,Ogle
34885,6/14/22,2/12/24,14,15,Livingston
34889,3/24/23,4/3/23,7,7,Will
34890,1/1/22,11/3/22,8,8,Lake
34891,1/1/22,NA,12,16,Cook
34896,9/24/23,7/9/24,10,10,Cook
34897,9/25/22,NA,9,12,Will
34899,1/1/22,5/11/23,15,16,Sangamon
34900,1/1/22,NA,5,9,Stephenson
34902,11/1/25,NA,1,1,Will
34903,8/28/25,NA,7,7,Will
34907,1/1/22,11/20/25,3,6,Cook
34908,1/1/22,4/29/23,13,14,McHenry
34910,8/30/22,NA,8,11,Cook
34913,1/1/22,5/15/22,12,12,Grundy
34915,12/22/24,NA,12,13,Kane
34922,1/1/22,1/25/24,1,3,Cook
34925,1/21/24,NA,3,5,Cook
34936,1/1/22,NA,7,11,Lake
34940,5/29/22,NA,3,7,Cook
34942,1/1/22,3/30/22,9,9,Sangamon
34952,1/1/22,4/12/22,4,4,Will
34953,1/1/22,3/25/24,6,8,Cook
34955,8/6/23,3/30/25,7,8,Randolph
34956,4/11/22,5/24/22,10,10,Clinton
34959,2/21/22,NA,12,16,Effingham
34960,10/20/23,11/7/25,13,15,Cook
34963,4/4/25,6/26/25,11,11,Cook
34966,5/15/22,NA,8,12,McHenry
34968,1/1/22,1/19/24,11,13,DuPage
34969,1/1/22,3/12/23,11,12,Kane
34971,1/1/22,11/13/22,0,0,DuPage
34972,12/11/23,NA,8,10,DuPage
34973,9/1/24,NA,5,6,DuPage
34974,4/25/26,NA,4,4,Kane
34977,1/1/22,12/29/22,0,0,Peoria
34978,1/1/22,4/28/22,4,4,Lake
34979,10/8/22,6/26/24,6,7,Cook
34980,1/21/25,NA,3,4,Tazewell
34981,1/1/22,5/16/25,3,6,Cook
34985,6/5/25,NA,13,14,Cook
34986,1/1/22,4/14/26,9,13,DuPage
34988,1/1/22,NA,12,16,Jefferson
34990,1/1/22,1/22/24,10,12,Coles
34994,1/1/22,NA,8,12,Lake
34995,1/1/22,6/25/25,2,5,McHenry
34996,1/1/22,2/16/24,7,9,Cook
34997,2/11/23,NA,12,15,St. Clair
35002,1/1/22,6/7/25,14,17,Cook
35005,7/8/22,5/14/26,7,10,Kane
35006,6/8/26,NA,6,6,Stephenson
35007,1/1/22,10/6/22,10,10,Lake
35010,12/29/22,11/23/24,14,15,Cook
35011,1/1/22,1/10/22,4,4,Ogle
35012,1/1/22,10/29/22,5,5,Kane
35013,1/1/22,1/27/22,1,1,Marshall
35014,1/1/22,9/18/24,3,5,DuPage
35015,12/14/23,10/7/25,3,4,Lake
35017,1/1/22,NA,5,9,Cook
35024,1/1/22,NA,5,9,Lake
35025,1/12/23,NA,14,17,Lake
35027,1/1/22,8/23/25,13,16,Winnebago
35029,1/1/22,11/13/25,11,14,Will
35032,1/1/22,9/16/22,6,6,Champaign
35033,6/1/23,6/21/25,0,2,DuPage
35034,12/21/23,NA,0,2,Will
35039,1/1/22,5/14/24,12,14,Cook
35040,9/30/25,NA,13,13,Coles
35044,5/2/24,10/31/25,12,13,Peoria
35045,11/22/22,8/7/25,11,13,McHenry
35046,11/7/22,NA,10,13,Sangamon
35047,11/12/23,NA,1,3,Stephenson
35052,7/11/25,NA,16,16,Shelby
35056,1/1/22,NA,12,16,Cumberland
35060,1/1/22,NA,5,9,Cook
35061,1/1/22,1/4/22,1,1,DuPage
35063,6/10/23,NA,13,16,Cook
35066,6/12/24,NA,2,4,Will
35068,8/27/23,NA,7,9,Cook
35070,1/1/22,2/12/24,9,11,DuPage
35071,1/1/22,9/9/22,7,7,Cook
35074,6/30/25,NA,15,16,DuPage
35075,7/7/24,NA,12,13,Pike
35077,1/1/22,NA,5,9,Cook
35078,2/27/23,NA,7,10,Cook
35081,1/1/22,NA,9,13,Will
35083,9/26/22,2/28/25,2,4,Cook
35086,11/29/24,NA,9,10,Cook
35089,1/1/22,9/10/25,14,17,Cook
35090,1/23/23,2/24/26,3,6,Cook
35091,1/5/22,2/12/22,0,0,Lake
35092,1/1/22,NA,12,16,Will
35095,1/1/22,5/14/23,15,16,Lake
35097,1/1/22,NA,11,15,Cook
35106,1/1/22,NA,11,15,Whiteside
35110,1/1/22,NA,7,11,Cook
35111,1/1/22,NA,0,4,Marion
35112,9/20/25,NA,8,8,DuPage
35113,12/12/24,NA,12,13,Cook
35114,4/22/25,NA,12,13,DuPage
35116,7/30/22,11/5/23,13,14,Kane
35117,3/20/26,NA,9,9,Will
35118,11/5/24,NA,3,4,Cook
35119,1/1/22,NA,7,11,Cook
35120,1/1/22,8/3/22,17,17,Tazewell
35121,7/28/25,9/26/25,5,5,Adams
35122,1/1/22,NA,2,6,Cook
35124,4/6/22,4/21/25,12,15,DuPage
35125,10/28/24,1/4/25,1,1,Madison
35126,1/1/22,NA,9,13,Logan
35127,1/17/22,NA,9,13,Cook
35130,1/1/22,5/10/22,8,8,Clark
35131,1/1/22,10/4/22,1,1,Will
35132,4/18/26,NA,17,17,Will
35134,2/6/26,NA,2,2,Will
35137,3/12/23,1/11/26,1,3,Kane
35139,1/1/22,6/7/24,6,8,Cook
35142,1/1/22,8/25/25,8,11,Johnson
35143,1/1/22,10/10/23,2,3,McLean
35144,12/20/25,NA,16,16,Cook
35145,1/12/22,NA,2,6,Pope
35147,12/4/22,6/18/26,13,16,Cook
35148,1/1/22,NA,7,11,Will
35150,1/1/22,9/27/24,9,11,Union
35151,2/3/22,4/7/22,13,13,DuPage
35152,12/10/24,NA,13,14,Cook
35153,1/1/22,NA,0,4,DuPage
35157,12/12/22,10/22/24,14,15,DuPage
35159,7/19/23,NA,1,3,Lake
35161,1/1/22,NA,13,17,Cook
35162,9/9/23,NA,14,16,Kane
35164,1/1/22,NA,13,17,DuPage
35165,5/23/23,NA,10,13,Cook
35166,1/1/22,6/15/26,1,5,DuPage
35167,2/27/25,NA,13,14,McDonough
35168,5/17/24,NA,2,4,Morgan
35170,1/1/22,2/26/26,0,4,Champaign
35174,2/10/22,11/18/22,14,14,Winnebago
35176,1/1/22,NA,9,13,Vermilion
35177,1/1/22,4/21/23,5,6,Cook
35178,5/14/26,NA,12,12,Fulton
35179,1/1/22,NA,4,8,Kane
35180,1/1/22,NA,13,17,Cook
35181,12/22/25,2/22/26,2,2,Cook
35182,1/1/22,7/11/25,14,17,Cook
35183,1/1/22,12/12/23,5,6,McHenry
35184,10/15/23,NA,7,9,McHenry
35185,12/9/25,NA,9,9,Cook
35186,5/13/26,NA,4,4,DuPage
35188,1/1/22,NA,10,14,DuPage
35189,1/1/22,11/2/25,6,9,St. Clair
35192,12/25/24,6/10/25,6,6,Cook
35194,1/1/22,1/7/22,11,11,Will
35195,1/1/22,NA,4,8,Cook
35198,10/17/24,1/27/25,16,16,Peoria
35199,1/1/22,NA,5,9,Cook
35202,1/1/22,1/27/25,12,15,Cook
35204,11/27/23,NA,9,11,Cook
35205,1/1/22,3/14/23,11,12,Peoria
35206,3/13/25,NA,10,11,Kane
35210,1/1/22,8/20/23,13,14,Cook
35211,1/1/22,10/15/23,4,5,Winnebago
35212,4/8/26,NA,11,11,Will
35215,3/9/23,NA,7,10,Cook
35216,1/1/22,NA,8,12,Madison
35218,5/29/22,6/14/22,4,4,Cook
35220,2/12/26,NA,10,10,Cook
35221,1/1/22,12/9/25,4,7,Peoria
35222,5/22/24,NA,0,2,Logan
35225,1/1/22,NA,3,7,Kane
35227,1/1/22,10/27/23,13,14,Kane
35229,2/6/25,NA,13,14,Whiteside
35232,1/1/22,3/9/22,11,11,Cook
35233,1/22/24,2/7/24,13,13,Will
35234,1/1/22,5/12/23,13,14,Saline
35237,12/18/24,3/12/25,1,1,Will
35238,1/1/22,NA,8,12,McHenry
35239,8/2/23,NA,11,13,Lake
35241,2/1/25,NA,2,3,Lake
35242,1/11/24,NA,14,16,Greene
35243,1/1/22,NA,12,16,Peoria
35244,1/17/23,NA,12,15,Lake
35245,10/30/22,7/15/23,3,3,Cook
35248,1/1/22,1/3/22,3,3,Cook
35250,1/1/22,3/27/26,13,17,Will
35251,11/23/25,NA,1,1,Rock Island
35257,1/1/22,2/23/23,12,13,McHenry
35258,1/1/22,NA,3,7,Pike
35260,8/18/22,3/15/24,15,16,Cook
35263,7/17/23,7/26/23,14,14,Cook
35264,1/1/22,NA,0,4,DuPage
35266,7/17/24,11/17/25,12,13,Macoupin
35269,8/26/25,NA,11,11,DuPage
35270,10/14/23,2/9/24,8,8,Will
35273,5/2/25,1/24/26,9,9,McLean
35276,12/26/22,NA,4,7,Lake
35279,1/1/22,NA,3,7,Knox
35284,4/26/25,NA,11,12,Lake
35285,11/12/25,NA,16,16,Kane
35286,5/15/24,11/11/24,9,9,Cook
35287,1/1/22,12/30/24,14,16,Cook
35289,3/4/24,6/28/26,10,12,Shelby
35290,9/1/23,NA,4,6,Will
35291,1/1/22,4/17/22,17,17,Stephenson
35293,1/1/22,NA,1,5,Cook
35296,5/16/24,NA,0,2,McHenry
35301,8/2/25,NA,16,16,Cook
35302,5/30/26,NA,17,17,St. Clair
35304,1/1/22,NA,1,5,Cook
35307,1/1/22,10/28/23,3,4,Cook
35308,3/29/22,6/9/25,13,16,Lake
35310,1/1/22,11/24/22,9,9,DuPage
35314,1/1/22,5/23/22,15,15,Champaign
35317,1/12/24,NA,12,14,DuPage
35319,7/20/23,9/30/23,10,10,McHenry
35320,6/27/22,8/3/22,13,13,Lake
35322,8/25/24,NA,4,5,Cook
35324,10/6/22,NA,11,14,Kane
35325,1/1/22,3/21/23,3,4,DuPage
35326,10/13/25,NA,10,10,Cook
35328,11/5/24,NA,9,10,Henry
35330,1/1/22,8/19/24,1,3,Tazewell
35333,1/1/22,3/12/23,3,4,Kankakee
35335,1/1/22,4/23/22,2,2,McLean
35336,1/1/22,7/2/24,9,11,Kendall
35339,1/1/22,NA,9,13,McHenry
35340,11/16/22,7/9/24,4,5,Lake
35341,1/1/22,12/16/24,8,10,Jefferson
35345,12/6/25,NA,12,12,Will
35347,1/1/22,NA,12,16,Lake
35349,12/13/23,NA,13,15,Cook
35350,1/1/22,3/21/22,0,0,Will
35351,4/15/25,NA,13,14,Will
35352,1/1/22,NA,3,7,Cook
35354,8/18/23,9/7/23,2,2,Winnebago
35358,1/1/22,NA,10,14,DuPage
35360,4/18/26,NA,0,0,Will
35361,1/1/22,2/19/26,7,11,Lake
35363,1/1/22,12/21/25,8,11,Kane
35365,1/1/22,8/29/23,10,11,McHenry
35367,1/1/22,6/20/25,8,11,Cook
35368,7/13/25,NA,12,12,Cook
35369,5/19/25,NA,11,12,McHenry
35370,7/3/22,10/13/22,10,10,Peoria
35371,2/12/24,2/29/24,NA,NA,Lake
35373,9/27/25,NA,1,1,Champaign
35374,3/23/23,12/25/23,10,10,Cook
35375,1/1/22,5/16/22,15,15,Cook
35379,8/19/22,3/8/26,14,17,Lake
35380,1/1/22,10/6/25,12,15,Lake
35384,1/1/22,10/5/23,2,3,Kane
35388,1/1/22,5/24/24,15,17,Champaign
35389,1/1/22,12/11/25,7,10,Cook
35390,9/6/23,NA,13,15,Lake
35393,1/1/22,NA,12,16,Will
35395,4/29/23,NA,1,4,McLean
35396,12/28/25,NA,9,9,Cook
35399,11/25/24,12/9/24,0,0,Will
35400,3/11/26,NA,12,12,Cook
35403,1/1/22,1/28/23,11,12,Cook
35404,1/1/22,2/5/24,12,14,Wayne
35405,5/22/25,NA,12,13,DuPage
35406,1/1/22,NA,4,8,LaSalle
35408,1/1/22,2/1/22,16,16,Vermilion
35411,1/1/22,1/17/24,7,9,Cook
35412,1/1/22,1/7/23,11,12,Macoupin
35413,9/21/25,NA,7,7,Lake
35414,5/15/25,NA,15,16,Cook
35415,8/5/25,NA,14,14,Kane
35417,1/1/22,NA,5,9,Moultrie
35418,1/1/22,NA,5,9,Lake
35419,5/19/24,4/5/26,1,2,Kane
35422,1/7/23,2/21/23,0,0,Ogle
35423,10/4/23,NA,0,2,Will
35424,1/1/22,NA,8,12,Greene
35425,4/29/24,NA,12,14,Williamson
35426,1/1/22,1/27/25,9,12,DuPage
35428,1/1/22,2/17/24,13,15,McLean
35430,3/16/23,NA,13,16,DeKalb
35435,1/10/25,3/22/25,6,6,Peoria
35437,6/3/23,NA,12,15,Knox
35439,5/5/26,NA,17,17,Sangamon
35443,10/22/24,NA,16,17,Winnebago
35445,1/27/25,NA,14,15,Lake
35447,1/1/22,9/28/23,11,12,Madison
35448,1/1/22,3/13/23,9,10,Will
35449,6/6/25,NA,16,17,Monroe
35451,9/27/25,NA,16,16,Boone
35452,6/8/25,NA,7,8,Kane
35453,2/19/23,8/27/25,10,12,Will
35455,11/17/25,NA,11,11,Cook
35456,1/1/22,9/23/23,16,17,Lake
35457,1/1/22,12/26/22,6,6,Madison
35458,7/21/25,8/5/25,9,9,Will
35459,1/1/22,NA,2,6,Cook
35461,3/31/26,NA,9,9,Kane
35462,9/26/22,9/23/25,0,2,DuPage
35463,1/1/22,10/28/22,0,0,Kane
35464,1/1/22,9/7/24,14,16,Lake
35466,1/1/22,6/4/24,9,11,DuPage
35473,1/1/22,8/6/22,1,1,Cook
35474,1/1/22,7/13/24,14,16,Will
35475,6/18/26,NA,0,0,Lake
35476,10/2/24,NA,2,3,DuPage
35478,2/10/22,2/9/25,1,4,Tazewell
35479,1/1/22,NA,12,16,Cook
35481,8/20/22,3/8/25,10,12,DuPage
35484,1/1/22,8/25/24,7,9,Kane
35485,1/1/22,6/24/22,17,17,Cook
35486,1/1/22,1/19/26,5,9,Adams
35487,7/15/24,NA,9,10,Lake
35490,1/1/22,3/25/26,8,12,Cook
35492,3/15/24,NA,14,16,DuPage
35495,1/1/22,10/29/22,5,5,Tazewell
35496,1/2/22,7/27/25,5,8,McHenry
35498,1/1/22,5/15/26,0,4,DuPage
35499,1/1/22,1/6/23,4,5,DuPage
35500,12/14/22,NA,14,17,Ogle
35504,1/1/22,2/16/25,9,12,DuPage
35505,11/12/23,9/18/24,16,16,Lake
35506,6/20/22,NA,10,14,McLean
35508,1/1/22,NA,0,4,DuPage
35510,7/22/25,NA,15,15,St. Clair
35511,1/1/22,NA,10,14,Grundy
35514,6/3/26,NA,3,3,Henry
35515,1/1/22,NA,13,17,Cook
35517,1/1/22,NA,10,14,Stephenson
35520,1/1/22,1/24/24,9,11,Cook
35521,2/5/25,3/3/25,3,3,DuPage
35523,1/1/22,3/29/23,5,6,Lake
35524,1/1/22,1/21/22,2,2,Vermilion
35525,1/1/22,9/13/24,7,9,Cook
35528,10/3/22,NA,4,7,Cook
35529,11/14/22,5/3/25,11,13,DeKalb
35530,1/1/22,5/13/26,3,7,Kane
35531,1/30/24,NA,5,7,Lake
35533,1/1/22,12/1/23,2,3,Cook
35534,1/1/22,3/16/24,15,17,Cook
35535,3/7/25,NA,16,17,Winnebago
35536,1/1/22,4/5/22,13,13,McLean
35538,12/12/22,12/26/22,8,8,Cook
35539,11/3/24,1/17/25,4,4,Lake
35541,3/8/25,3/15/25,0,0,Will
35547,11/22/24,NA,3,4,DuPage
35548,1/1/22,12/7/22,3,3,McHenry
35549,5/15/25,NA,8,9,Kane
35553,11/30/23,NA,1,3,Cook
35554,2/6/26,6/7/26,1,1,Williamson
35556,4/26/23,NA,1,4,Tazewell
35557,1/1/22,2/3/26,1,5,Vermilion
35559,1/1/22,9/29/24,3,5,Ogle
35560,1/1/22,5/11/26,0,4,Lake
35562,1/1/22,NA,0,4,McHenry
35564,1/1/22,NA,8,12,Peoria
35565,1/1/22,2/29/24,NA,NA,Cook
35566,9/6/22,NA,5,8,Cook
35567,1/1/22,8/1/22,3,3,Cook
35569,1/1/22,10/11/23,13,14,Cook
35571,7/20/22,NA,9,12,Cook
35573,1/1/22,5/25/25,10,13,Morgan
35575,12/6/23,5/29/24,14,14,DuPage
35577,2/3/26,NA,9,9,Livingston
35580,1/13/26,NA,15,15,Will
35581,11/7/23,NA,13,15,Lake
35582,1/1/22,1/19/22,1,1,McLean
35583,1/1/22,12/30/22,4,4,Franklin
35584,1/1/22,8/13/23,7,8,LaSalle
35588,1/1/22,NA,2,6,St. Clair
35592,1/1/22,3/24/22,8,8,DuPage
35594,12/2/25,NA,16,16,McDonough
35595,1/1/22,9/21/23,7,8,Ogle
35596,1/1/22,7/24/23,9,10,Will
35597,6/1/24,NA,0,2,DuPage
35598,1/1/22,9/28/22,14,14,Kane
35601,1/1/22,NA,6,10,Cook
35605,4/1/22,4/11/22,17,17,Kane
35608,1/1/22,3/29/22,4,4,Peoria
35610,9/9/23,NA,8,10,Kane
35611,1/1/22,3/26/22,5,5,Kendall
35612,1/1/22,NA,5,9,Franklin
35614,12/3/24,12/15/24,16,16,Kane
35615,1/1/22,3/22/22,5,5,Cook
35616,1/1/22,6/30/24,14,16,St. Clair
35617,5/5/25,5/26/25,16,16,Union
35618,6/17/22,NA,13,17,Morgan
35620,2/6/25,NA,8,9,Cook
35622,8/15/23,NA,4,6,Lake
35623,1/1/22,11/3/22,4,4,DuPage
35627,1/1/22,NA,13,17,Whiteside
35630,11/12/25,NA,5,5,Will
35636,2/3/26,NA,10,10,DuPage
35637,1/1/22,3/16/24,5,7,Cook
35639,1/1/22,NA,5,9,Fulton
35640,1/1/22,NA,6,10,Boone
35645,6/8/22,NA,1,5,Lake
35647,10/7/22,6/1/23,9,9,McHenry
35648,1/1/22,12/25/23,9,10,Lake
35649,1/28/23,NA,5,8,Lake
35651,1/1/22,3/15/22,17,17,Rock Island
35652,1/1/22,NA,0,4,DuPage
35654,1/1/22,7/5/25,2,5,Champaign
35655,11/23/23,NA,5,7,Kane
35658,1/1/22,NA,9,13,Morgan
35659,3/23/23,4/14/23,7,7,Kane
35663,9/2/24,10/6/25,14,15,Madison
35664,1/1/22,NA,10,14,Clinton
35666,9/26/24,NA,8,9,Whiteside
35670,1/1/22,NA,6,10,Jasper
35672,1/6/25,3/9/25,7,7,Sangamon
35674,3/27/24,NA,14,16,Clinton
35675,7/6/22,7/8/25,13,16,DuPage
35677,1/1/22,4/26/24,5,7,Jo Daviess
35678,10/12/24,11/16/24,13,13,Marion
35680,1/1/22,NA,0,4,Cook
35682,1/1/22,NA,12,16,Cook
35684,1/3/26,NA,17,17,Will
35687,1/1/22,10/21/23,11,12,Jackson
35689,1/1/22,8/1/23,0,1,Lake
35690,12/7/22,NA,0,3,Cook
35691,7/19/25,NA,11,11,Jefferson
35692,6/2/23,9/13/23,17,17,Boone
35693,1/1/22,NA,12,16,Henry
35694,9/21/25,NA,3,3,Will
35700,1/29/26,NA,5,5,McHenry
35702,1/1/22,NA,3,7,Will
35709,1/9/22,10/26/22,17,17,Cook
35712,1/1/22,NA,12,16,Clark
35713,1/1/22,NA,6,10,Kankakee
35714,8/28/24,NA,0,1,Cook
35718,10/25/22,NA,14,17,Lake
35720,1/1/22,NA,4,8,Grundy
35725,1/1/22,NA,2,6,Kankakee
35726,1/1/22,NA,1,5,DuPage
35727,10/28/23,12/8/23,3,3,Cook
35728,9/28/23,10/4/23,9,9,Will
35729,2/7/22,NA,11,15,DuPage
35730,6/6/24,7/22/24,9,9,Will
35732,1/1/22,10/6/22,1,1,Lake
35733,1/1/22,2/24/23,12,13,Clark
35734,4/10/25,NA,0,1,Will
35735,7/11/25,NA,17,17,Marion
35736,1/1/22,9/18/22,6,6,Cook
35737,1/1/22,12/14/22,7,7,Will
35739,5/5/25,5/12/25,11,11,Cook
35740,3/21/24,NA,9,11,Kane
35741,11/27/25,NA,15,15,Cook
35743,10/14/25,NA,13,13,Will
35744,3/11/24,NA,12,14,DuPage
35745,7/24/24,4/3/26,7,8,Cook
35746,8/6/22,12/31/25,7,10,DuPage
35747,1/1/22,5/6/24,12,14,Cook
35748,2/20/26,5/6/26,7,7,Williamson
35752,1/1/22,NA,7,11,Lake
35756,8/24/25,NA,2,2,DuPage
35757,12/3/22,NA,11,14,Lake
35758,10/2/23,NA,1,3,Lake
35765,12/26/25,5/29/26,6,6,Cook
35767,12/29/25,NA,13,13,Cook
35768,1/3/24,NA,15,17,Cook
35769,10/9/24,NA,15,16,Champaign
35770,2/17/25,6/13/25,2,2,Will
35772,1/9/23,3/4/23,10,10,Cook
35773,6/6/26,NA,16,16,Piatt
35774,1/1/22,NA,2,6,St. Clair
